Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin_cultivo,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,parametros_ventas,parametro_ventas,parametro_insumos
12085002079610004,12,8,50,2,7961,4,0,,,,,,,,,,,,,,,,3.528,10,6.0,4.0,2.0,2.0,,,,,8.0,4.0,4.0,,2.0,,4,4.14880786243895,0,,0.5,1,60,4,1,0,0,0,5.0,2,4,3,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1,1,548,1,,1,1.0,1.0,20.0,7.0,2.0,1.4112,1.75,1.2348,5.0,82.0,35.0,100.0,2.0,3.0,80.0,35.0,100.0,2.0,100.0,,,,,2.0,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,100.0,2.0,100.0,2.0,100.0,2.0,1,0.0,,,1.0,4.0,5.0,3.0,4.0,5.0,1.0,,,,,,,8.0,0.0,1,2.0,1.4112,1.0,1.0,548.0,,548.0,,2.0,,4.0,3.7272727272727297,0.1764,0.1764,,,,,0.1764,,1.4112,,,,,3.63636363636364,,1.4112,1.4112,1,10.3720196560974,0.0,0.0,0.0,0,2.07792207792208,14.285714285714286
24015002001600001,24,1,50,2,160,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,150.0,21,20.0,1.0,1.0,,1.0,20.0,20.0,,,,,,2.0,,4,4.15883496079521,0,,30.0,0,83,4,2,0,1,1,150.0,1,9,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,548,1,,1,3.0,7.0,20.0,11.0,55.0,55.0,55.0,55.0,,4950.0,35.0,100.0,2.0,2.0,4950.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,55.0,,100.0,,,,,1,0,,,,,,,1,520.0,5.0,,,,,,,1,0.0,,,1.0,27.5,5.0,4.0,66.0,5.0,3.0,,,,,,,,,1,55.0,55.0,7.0,1.0,548.0,,548.0,,2.0,,4.0,225.0,0.0,,,,,,,,,,55.0,,,681.8181818181818,55.0,55.0,55.0,1,9.378110478762787,1.0,,,0,4.545454545454545,16.25
13105204003600001,13,10,52,4,360,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,15,15.0,,1.0,1.0,,,,,14.0,14.0,,,2.0,,4,4.16614656134902,0,,11.0,1,62,3,1,1,0,0,25.0,1,7,4,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1,1,548,1,,1,3.0,2.0,20.0,8.0,2.0,2.0,2.0,2.0,,200.0,35.0,100.0,2.0,6.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,200.0,2.0,200.0,2.0,,,,,1,0.0,,,1.0,6.0,5.0,5.0,,,,,,,,,,14.0,,1,2.0,2.0,2.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,2.0,,,9.09090909090909,,2.0,2.0,1,10.9059650624053,1.0,,,0,4.545454545454545,25.0
12075202056410004,12,7,52,2,5641,4,0,,,,,,,,,,,,,,,,25.7544,6,6.0,,1.0,1.0,,,,,5.0,5.0,,,2.0,,4,4.19089803376049,0,,0.2,1,78,4,1,1,0,0,36.5,2,7,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,548,2,1.0,1,3.0,1.0,20.0,5.0,4.0,2.8224,4.0,2.8224,,400.0,35.0,100.0,2.0,2.0,385.0,35.0,100.0,2.0,100.0,0.0,,,,15.0,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,600.0,2.0,400.0,2.0,,,,,1,0.0,,,1.0,16.0,5.0,2.0,4.0,5.0,1.0,,,,,,,5.0,,1,4.0,2.8224,1.0,0.0,548.0,532.0,548.0,,2.0,,4.0,18.181818181818198,0.0,,,,,,,,,,2.8224,,,30.22727272727273,,2.8224,2.8224,0,3.46160350853454,0.0,0.0,0.0,0,4.65034965034965,40.0
9045002017400007,9,4,50,2,1740,7,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,4.2512883766256495,1,1.0,,1,56,4,7,1,0,0,11.0,1,6,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,548,1,,1,2.0,1.0,20.0,5.0,2.0,2.0,1.5,1.5,3.0,130.0,35.0,100.0,2.0,6.0,50.0,35.0,100.0,2.0,100.0,,,,,80.0,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,226.7961849844431,3.0,20.0,3.0,,,,,1,0.0,,,1.0,4.0,5.0,2.0,2.0,5.0,1.0,,,,,,,,2.0,0,,,,,,,548.0,,2.0,,4.0,5.90909090909091,0.5,0.5,,,0.5,,,,,2.0,,,,2.2727272727272703,,2.0,2.0,1,13.284387099127901,1.0,1.0,1.0,0,1.5151515151515136,2057.4603809399096
13155002173240004,13,15,50,2,17324,4,0,,,,,,,,,,,,,,,,15.0,10,10.0,,5.0,5.0,,,,,5.0,5.0,,,2.0,,4,4.26579505782603,1,1.0,,1,30,3,3,1,0,0,15.0,1,6,2,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1,1,548,1,,1,2.0,1.0,20.0,6.0,9.99,9.99,2.0,2.0,1.0,250.0,35.0,100.0,2.0,1.0,250.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,5,0,,,,,,,,1,1,,,,,15.0,1.0,1,3000.0,2.0,3000.0,2.0,,,,,1,0.0,,,1.0,50.0,5.0,4.0,40.0,5.0,3.0,,,,,,,,,1,9.99,9.99,1.0,1.0,548.0,,548.0,,2.0,,4.0,11.3636363636364,7.99,7.99,7.99,,,,,,,9.99,,,,11.3636363636364,,9.99,9.99,1,6.40509768442348,0.0,0.0,0.0,0,5.6818181818182,500.0
12085002069670019,12,8,50,2,6967,19,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.5,12,11.0,1.0,2.0,1.0,1.0,,,,10.0,10.0,,,2.0,,4,4.30703937373302,0,,1.0,1,68,4,1,0,0,0,27.5,1,7,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,548,1,,1,2.0,6.0,20.0,11.0,3.5,3.5,3.5,3.5,,380.0,35.0,100.0,2.0,6.0,380.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,3.5,,,100.0,,,,1,0,,,,,,,1,0.0,,600.0,2.0,,,,,1,0.0,,,1.0,,,,,,,5.0,5.0,4.0,,,,,,1,3.5,3.5,6.0,1.0,548.0,,548.0,,2.0,,4.0,17.272727272727302,0.0,,,,,,,,,3.5,,,,34.545454545454604,3.5,3.5,3.5,1,33.8410236507595,1.0,1.0,,0,4.935064935064943,0.0
15015302000700003,15,1,53,2,70,3,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42.0,3,2.0,1.0,3.0,2.0,1.0,,,,,,,,,3.0,4,4.32814277172494,1,1.0,,1,57,4,1,1,0,1,42.0,1,7,3,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,2,1,548,1,,0,1.0,8.0,20.0,12.0,4.0,4.0,4.0,4.0,,340.0,35.0,100.0,2.0,2.0,336.0,35.0,100.0,2.0,100.0,,,,,4.0,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,181.43694798755448,3.0,,,,,,,1,0.0,,,1.0,,,,1.0,5.0,2.0,,,,,,,,,1,4.0,4.0,2.0,1.0,548.0,,548.0,,,3.0,4.0,15.4545454545455,0.0,,,,,,,,4.0,,,,,15.272727272727304,,4.0,4.0,1,16.8255275528494,1.0,1.0,1.0,0,3.818181818181826,685.8201269799698
13155102168470002,13,15,51,2,16847,2,0,,,,,,,,,,,,,,,,32.0,12,12.0,,2.0,2.0,,,,,10.0,10.0,,,2.0,,4,4.36301574661488,0,,6.0,1,70,3,2,1,0,1,32.0,1,7,4,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1,1,548,1,,1,3.0,1.0,20.0,6.0,20.0,20.0,20.0,20.0,,1700.0,35.0,100.0,2.0,6.0,1700.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,5000.0,2.0,5000.0,2.0,4000.0,2.0,,,1,0.0,,,1.0,40.0,5.0,3.0,40.0,5.0,3.0,,,,,,,10.0,1.0,1,20.0,20.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,77.2727272727273,0.0,,,,,,,,,,20.0,,,77.2727272727273,,20.0,20.0,1,6.2391837205027,0.0,0.0,0.0,0,3.8636363636363646,833.3333333333334
12085002069670015,12,8,50,2,6967,15,0,,,,,,,,,,,,,,,,0.7056,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,4.369474895439772,0,,20.0,1,45,1,1,0,0,0,1.0,2,1,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2,548,1,,1,3.0,6.0,20.0,10.0,1.0,0.7056,0.9,0.635,5.0,86.0,35.0,100.0,2.0,2.0,80.0,35.0,100.0,2.0,100.0,,6.0,,,,,,,,0,0,1,1,0.7056,100.0,,,,,,1,0,,,,,,,1,100.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,4.0,0.1,5.0,4.0,,,,,,,2.0,,1,1.0,0.7056,6.0,1.0,548.0,,548.0,,2.0,,4.0,3.90909090909091,0.0706,0.0706,,,,,0.0706,,,,0.7056,,,8.181818181818189,0.7056,0.7056,0.7056,1,4.369474895439772,0.0,0.0,0.0,0,4.545454545454549,6.666666666666667
12065102095810003,12,6,51,2,9581,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,4.52018556308188,0,,99.0,1,99,4,2,0,0,0,29.0,1,7,6,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,548,1,,1,1.0,6.0,20.0,10.0,3.0,3.0,3.0,3.0,,60.0,35.0,100.0,2.0,5.0,60.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,3.0,100.0,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,3.0,,0,,,,,,,548.0,,2.0,,4.0,2.7272727272727297,0.0,,,,,,,,3.0,,,,,2.7272727272727297,3.0,,,1,43.6951271097915,1.0,1.0,1.0,0,0.90909090909091,0.0
12075202052520001,12,7,52,2,5252,1,0,,,,,,,,,,,,,,,,18.0,13,13.0,,3.0,3.0,,,,,10.0,10.0,,,2.0,,4,4.52074158941224,0,,0.1,1,51,4,3,1,0,1,18.0,1,6,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2,548,1,,1,2.0,5.0,20.0,9.0,8.0,8.0,8.0,8.0,,800.0,35.0,100.0,2.0,6.0,800.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,8.0,100.0,,,,,,1,0,,,,,,,1,1500.0,2.0,500.0,2.0,,,,,1,0.0,,,1.0,7.0,5.0,2.0,7.0,5.0,2.0,8.0,2.0,2.0,,,,,,0,,,,,,,548.0,,2.0,,4.0,36.363636363636395,0.0,,,,,,,,,8.0,,,,81.81818181818191,8.0,8.0,8.0,1,6.24540716765253,0.0,0.0,0.0,0,5.113636363636369,107.14285714285714
10035202000750002,10,3,52,2,75,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,3,3.0,,3.0,3.0,,,,,,,,1.0,,,4,4.532729780616241,0,,7.0,1,66,4,1,0,0,0,24.0,1,7,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,548,2,1.0,0,2.0,8.0,20.0,11.0,2.0,2.0,2.0,2.0,,15.0,38.0,60.0,2.0,6.0,,,,,,,,,,15.0,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,0.0,,2.0,3.0,,,,,1,0.0,,,1.0,,,,1.0,1.0,2.0,,,,,,,,,0,,,,,,,548.0,1.0,,,4.0,0.409090909090909,0.0,,,,,,,,,2.0,,,,0.0,,2.0,2.0,0,10.3236257742432,1.0,1.0,1.0,0,0.0,0.0
12125002048380009,12,12,50,2,4838,9,0,,,,,,,,,,,,,,,,3.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,4.54909644147753,1,1.0,,1,58,3,1,0,0,0,3.0,1,4,3,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1,1,548,1,,1,1.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,,150.0,35.0,100.0,2.0,6.0,150.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,50.0,2.0,,,,,,,1,0.0,,,1.0,,,,0.25,5.0,4.0,,,,,,,,2.0,1,1.0,1.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,6.81818181818182,0.0,,,,,,,,1.0,,,,,6.81818181818182,,1.0,1.0,1,13.647289324432599,0.0,0.0,0.0,0,6.81818181818182,10.0
12075202061080012,12,7,52,2,6108,12,0,,,,,,,,,,,,,,,,7.056,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,4.57036560448363,0,,1.0,0,70,4,1,0,0,0,10.0,2,5,4,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1,1,548,2,1.0,1,3.0,1.0,20.0,5.0,1.0,0.7056,1.0,0.7056,,120.0,35.0,100.0,2.0,2.0,120.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,300.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,0.5,5.0,3.0,0.5,5.0,3.0,0.5,1.0,3.0,,,,,,1,1.0,0.7056,1.0,1.0,548.0,,548.0,,2.0,,4.0,5.454545454545452,0.0,,,,,,,,,,0.7056,,,5.454545454545452,,0.7056,0.7056,0,45.70365604483629,0.0,0.0,0.0,0,5.454545454545452,60.0
24015503001310013,24,1,55,3,131,13,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,4.64546577509436,1,1.0,,1,66,3,3,0,1,1,14.0,1,6,4,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3,1,548,1,,1,2.0,1.0,20.0,6.0,2.99,2.99,2.99,2.99,,360.0,35.0,100.0,2.0,2.0,360.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,300.0,2.0,450.0,2.0,,,,,1,0.0,,,1.0,6.0,5.0,4.0,,,,,,,,,,2.0,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,16.363636363636402,0.0,,,,,,,,,2.99,,,,16.363636363636402,,2.99,2.99,1,4.06232261445409,,1.0,1.0,0,5.472788081483746,50.0
12085002081770010,12,8,50,2,8177,10,0,,,,,,,,,,,,,,,,21.168000000000006,5,5.0,,2.0,2.0,,,,,3.0,3.0,,,2.0,,4,4.7343365271565085,1,0.0,0.2,1,60,4,1,0,1,1,30.0,2,7,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2,548,1,,1,3.0,6.0,20.0,11.0,8.0,5.6448,8.0,5.6448,,1000.0,35.0,100.0,2.0,6.0,990.0,35.0,100.0,2.0,100.0,,,,,10.0,,,,,0,0,1,1,5.6448,,,,,,100.0,1,0,,,,,,,1,2400.0,2.0,1200.0,2.0,800.0,2.0,,,1,0.0,,,1.0,16.0,5.0,4.0,12.0,5.0,4.0,10.0,5.0,4.0,,,,,,1,8.0,5.6448,6.0,1.0,548.0,,548.0,,2.0,,4.0,45.454545454545496,0.0,,,,,,,,,,5.6448,,,90.0,5.6448,5.6448,5.6448,1,3.4001597288277,0.0,0.0,0.0,0,5.625,150.0
12085002090910009,12,8,50,2,9091,9,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.7008,8,7.0,1.0,5.0,4.0,1.0,,,,3.0,3.0,,,2.0,,4,4.7748386548258095,0,,3.0,0,72,4,1,1,0,0,18.0,2,6,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,548,1,,1,3.0,1.0,20.0,5.0,8.0,5.6448,8.0,5.6448,,640.0,35.0,100.0,2.0,2.0,620.0,35.0,100.0,2.0,100.0,,,,,20.0,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1200.0,2.0,1200.0,2.0,400.0,2.0,800.0,2.0,1,0.0,,,1.0,16.0,5.0,4.0,32.0,5.0,4.0,,,,,,,3.0,4.0,1,8.0,5.6448,1.0,1.0,548.0,,548.0,,2.0,,4.0,29.0909090909091,0.0,,,,,,,,,,5.6448,,,28.181818181818198,,5.6448,5.6448,1,3.63435535570892,1.0,1.0,,0,3.5227272727272747,240.0
12045002083840001,12,4,50,2,8384,1,0,,,,,,,,,,,,,,,,22.57,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,4.965220538002191,0,,0.5,1,78,4,1,0,0,0,22.57,1,7,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2,548,1,,1,3.0,7.0,20.0,10.0,7.55,7.55,7.55,7.55,,875.0,35.0,100.0,2.0,6.0,870.0,35.0,100.0,2.0,100.0,,,,,5.0,,,,,0,0,1,1,7.55,,100.0,,,,,1,0,,,,,,,1,6300.0,2.0,,,,,,,1,0.0,,,1.0,21.0,5.0,4.0,7.0,5.0,3.0,,,,,,,,,1,7.55,7.55,7.0,1.0,548.0,,548.0,,2.0,,4.0,39.7727272727273,0.0,,,,,,,,,,7.55,,,79.99999999999999,7.55,7.55,7.55,1,14.8430500056569,0.0,0.0,0.0,0,5.298013245033112,420.0
12095002078490001,12,9,50,2,7849,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,500.0,13,13.0,,1.0,1.0,,4.0,4.0,,8.0,8.0,,,2.0,,4,4.98068340494297,0,,99.0,1,61,4,3,0,1,1,500.0,1,10,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1,548,1,,1,3.0,8.0,20.0,12.0,35.0,35.0,35.0,35.0,,3200.0,35.0,100.0,2.0,6.0,3200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,35.0,,100.0,,,,,1,0,,,,,,,1,15000.0,2.0,17000.0,2.0,,,,,1,0.0,,,1.0,120.0,5.0,4.0,8.0,5.0,2.0,,,,,,,,,1,35.0,35.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,145.454545454545,0.0,,,,,,,,,,35.0,,,363.6363636363632,35.0,35.0,35.0,1,12.989321622330598,1.0,1.0,1.0,0,4.848484848484841,625.0
15015302000250003,15,1,53,2,25,3,0,,,,,,,,,,,,,,,,15.5,2,1.0,1.0,2.0,1.0,1.0,,,,,,,,,3.0,4,5.08545318951355,0,,20.0,1,57,1,1,0,0,0,15.5,1,6,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,1,548,1,,1,1.0,8.0,20.0,12.0,1.5,1.5,1.5,1.5,,30.0,35.0,100.0,2.0,2.0,30.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,0,,,,,,,548.0,,,3.0,4.0,1.3636363636363602,0.0,,,,,,,,1.5,,,,,1.3636363636363602,,,,1,5.198845300997321,0.0,0.0,0.0,0,0.9090909090909068,0.0
9085102006500002,9,8,51,2,650,2,0,,,,,,,,,,,,,,,,26.0,9,9.0,,1.0,1.0,,,,,8.0,8.0,,,2.0,,4,5.11017106203144,1,1.0,,1,41,3,2,1,0,0,26.0,1,7,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,548,1,,1,3.0,1.0,20.0,6.0,4.0,4.0,4.0,4.0,,550.0,35.0,100.0,2.0,6.0,550.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,750.0,2.0,,,,,,,1,0.0,,,1.0,3.0,5.0,3.0,2.0,5.0,4.0,,,,,,,5.0,,1,4.0,4.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,25.0,0.0,,,,,,,,,,4.0,,,36.363636363636395,,4.0,4.0,1,1.88061875664655,0.0,0.0,0.0,0,6.060606060606067,62.5
12085002079070001,12,8,50,2,7907,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.112,4,4.0,,2.0,2.0,,,,,2.0,2.0,,,2.0,,4,5.21096109204863,1,1.0,,1,53,3,2,0,1,0,20.0,2,6,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3,1,548,1,,1,3.0,1.0,20.0,5.0,5.0,3.528,5.0,3.528,,500.0,35.0,100.0,2.0,6.0,490.0,35.0,100.0,2.0,100.0,,,,,10.0,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,500.0,2.0,500.0,2.0,500.0,2.0,500.0,2.0,1,0.0,,,1.0,10.0,5.0,4.0,15.0,5.0,4.0,10.0,5.0,4.0,,,,,,1,5.0,3.528,1.0,1.0,548.0,,548.0,,2.0,,4.0,22.7272727272727,0.0,,,,,,,,,,3.528,,,22.2727272727273,,3.528,3.528,1,2.0021694875703098,1.0,1.0,1.0,0,4.4545454545454595,100.0
17095002001880004,17,9,50,2,188,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.0,34,34.0,,1.0,1.0,,3.0,3.0,,30.0,30.0,,1.0,,,4,5.2516457627119415,0,,120.0,1,74,5,3,0,1,1,35.0,1,7,4,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1,1,548,1,,0,4.0,4.0,20.0,12.0,22.0,22.0,22.0,22.0,,2000.0,35.0,100.0,2.0,2.0,2000.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,4,0,,,,,,,,1,1,150.0,3.0,,,,,1,453.5923699688862,3.0,,,,,,,1,0.0,,,1.0,,,,20.0,5.0,2.0,,,,,,,30.0,,0,,,,,,,548.0,1.0,,,4.0,90.9090909090909,0.0,,,,,,,,,,,22.0,,90.9090909090909,,22.0,22.0,1,8.35489098613262,1.0,1.0,1.0,0,4.132231404958677,1714.5503174499245
11095801091810004,11,9,58,1,9181,4,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,4,3.0,1.0,2.0,1.0,1.0,,,,2.0,2.0,,1.0,,,4,5.25808852734652,1,1.0,,1,59,4,1,0,0,1,22.0,1,7,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,548,2,1.0,0,1.0,2.0,20.0,9.0,0.5,0.5,0.5,0.5,,40.0,35.0,100.0,2.0,6.0,35.0,35.0,100.0,2.0,100.0,,,2.0,,,3.0,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,2.0,3.0,,,,,1,0.0,,,1.0,,,,0.5,5.0,2.0,,,,,,,,,1,0.5,0.5,2.0,0.0,548.0,554.0,548.0,1.0,,,4.0,1.81818181818182,0.0,,,,,,,,0.5,,,,,1.59090909090909,,0.5,0.5,0,66.7105368683273,1.0,1.0,1.0,0,3.18181818181818,0.0
11085101167240002,11,8,51,1,16724,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.3,9,4.0,5.0,9.0,4.0,5.0,,,,,,,1.0,,,4,5.272116245982692,0,,3.0,1,57,4,1,1,0,0,3.3,1,4,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2,3,548,1,,0,1.0,12.0,19.0,5.0,0.3,0.3,0.3,0.3,,15.0,35.0,100.0,2.0,6.0,15.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,4,1,0.3,100.0,,,,,,1,0,,,,,,,1,,,1.0,3.0,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,1,0.3,0.3,12.0,1.0,548.0,,548.0,1.0,,,4.0,0.681818181818182,0.0,,,,,,,,0.3,,,,,0.681818181818182,0.3,0.3,,1,4.55330644591463,,,1.0,0,2.2727272727272734,0.0
