Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,eq_ebmanual,eq_ebestaciona,eq_ecosgranfigr,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin_cultivo
9205002084990003,9,20,50,2,8499,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65.0,32,32.0,,1.0,1.0,,1.0,1.0,,30.0,30.0,,,2.0,,4,9.809580767871427,0,,99.0,1,80,4,1,0,0,0,65.0,1,8,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,1.0,1.0,20.0,6.0,25.0,25.0,25.0,25.0,,1125.0,37.0,220.0,19.0,1.0,1125.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,25.0,100.0,,,,,,1,0,,,,,,,1,14625.0,2.0,5625.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,1.0,40.0,5.0,2.0,,,,,,,12.0,,1,25.0,25.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,112.5,0.0,,,,,,,,25.0,,,,,284.5,25.0,25.0,25.0,1,12.286969305015301
9065202067580016,9,6,52,2,6758,16,0,,,,,,,,,,,,,,,,2.4696,5,5.0,,1.0,1.0,,,,,4.0,4.0,,,2.0,,4,9.88915768293453,0,,99.0,1,50,4,1,0,0,0,3.5,2,3,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,507,1,,1,2.0,6.0,20.0,11.0,3.5,2.4696,3.5,2.4696,,120.0,37.0,230.0,19.0,2.0,120.0,37.0,230.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.4696,100.0,,,,,,1,0,,,,,,,1,200.0,2.0,200.0,2.0,200.0,2.0,,,1,0.0,,,1.0,3.0,5.0,2.0,2.0,5.0,3.0,1.5,5.0,3.0,,,,4.0,,1,3.5,2.4696,6.0,1.0,507.0,,507.0,,2.0,,4.0,12.5454545454545,0.0,,,,,,,,,2.4696,,,,12.5454545454545,2.4696,2.4696,2.4696,1,9.88915768293453
9055102039440007,9,5,51,2,3944,7,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,12,12.0,,1.0,1.0,,,,,11.0,11.0,,,2.0,,4,9.98225546199297,1,1.0,,1,85,3,1,0,0,0,6.0,1,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,507,1,,1,1.0,6.0,20.0,10.0,2.0,2.0,2.0,2.0,,100.0,38.0,215.0,19.0,6.0,100.0,38.0,215.0,19.0,100.0,,,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,30.0,3.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,10.0,5.0,2.0,,,,,,,10.0,,1,2.0,2.0,6.0,1.0,507.0,,507.0,,2.0,,4.0,9.77272727272727,0.0,,,,,,,,2.0,,,,,19.54545454545454,2.0,2.0,2.0,1,10.6326521828402
9115402133430003,9,11,54,2,13343,3,0,,,,,,,,,,,,,,,,3.0,3,3.0,,1.0,1.0,,,,,2.0,2.0,,,2.0,,4,10.0469250891721,0,,99.0,1,36,4,2,0,1,1,3.0,1,4,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,2.0,5.0,20.0,8.0,2.0,2.0,2.0,2.0,,150.0,37.0,220.0,19.0,2.0,150.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,2.0,100.0,,,,,,1,0,,,,,,,1,,,300.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,4.0,5.0,5.0,1.0,,,,,,,2.0,,1,5.0,5.0,5.0,1.0,507.0,,507.0,,2.0,,4.0,15.0,0.0,,,,,,,,,2.0,,,,15.0,2.0,2.0,2.0,1,10.0469250891721
12025002135820015,12,2,50,2,13582,15,0,,,,,,,,,,,,,,,,10.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,10.1916248582107,0,,30.0,1,49,4,2,1,1,1,10.0,1,6,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,0,1.0,8.0,20.0,12.0,10.0,10.0,10.0,10.0,,450.0,37.0,220.0,19.0,2.0,400.0,37.0,220.0,19.0,100.0,0.0,30.0,20.0,,,,,,,0,0,1,1,10.0,100.0,,,,,,1,0,,,,,,,1,6000.0,2.0,,,,,,,1,0.0,,,1.0,50.0,5.0,2.0,25.0,5.0,2.0,,,,,,,,,1,10.0,10.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,45.0,0.0,,,,,,,,10.0,,,,,85.0,10.0,10.0,10.0,1,10.1916248582107
9065202067080003,9,6,52,2,6708,3,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74.52,202,202.0,,10.0,10.0,,,,,192.0,192.0,,,2.0,,4,10.2318781077504,0,,0.2,1,57,4,6,0,0,0,74.52,1,8,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,0,2.0,6.0,20.0,10.0,74.52,74.52,74.52,74.52,,2608.0,37.0,220.0,19.0,2.0,2608.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,74.52,100.0,,,,,,1,0,,,,,,,1,3300.0,5.0,3300.0,5.0,,,3300.0,2.0,1,0.0,,,1.0,74.0,5.0,3.0,74.0,5.0,5.0,,,,,,,8.0,22.0,1,74.52,74.52,6.0,1.0,507.0,,507.0,,2.0,,4.0,260.8,0.0,,,,,,,,,74.52,,,,260.8,74.52,74.52,74.52,1,10.2318781077504
12015002141850008,12,1,50,2,14185,8,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,113.2488,10,10.0,,1.0,1.0,,1.0,1.0,,8.0,8.0,,,2.0,,4,10.3220061527472,1,1.0,,1,62,3,3,1,1,1,160.5,2,9,4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,507,1,,1,1.0,4.0,20.0,8.0,80.0,56.448,80.0,56.448,,3200.0,37.0,220.0,19.0,6.0,3200.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,56.448,100.0,,,,,,1,0,,,,,,,1,60000.0,2.0,,,,,,,1,0.0,,,1.0,240.0,5.0,2.0,80.0,5.0,3.0,80.0,5.0,3.0,,,,8.0,,1,80.0,56.448,4.0,1.0,507.0,,507.0,,2.0,,4.0,320.0,0.0,,,,,,,,56.448,,,,,640.0,56.448,56.448,56.448,1,11.642545667306
9255002066120010,9,25,50,2,6612,10,0,,,,,,,,,,,,,,,,1.5,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,10.3330551537062,1,0.0,0.1,1,65,4,1,1,0,0,1.5,1,2,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,3.0,2.0,20.0,6.0,1.5,1.5,1.5,1.5,,45.0,37.0,230.0,19.0,1.0,45.0,37.0,230.0,19.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,150.0,2.0,200.0,2.0,,,200.0,2.0,1,0.0,,,1.0,1.5,5.0,2.0,0.75,5.0,3.0,0.75,5.0,3.0,,,,3.0,,1,1.5,1.5,2.0,1.0,507.0,,507.0,,2.0,,4.0,4.704545454545452,0.0,,,,,,,,,,1.5,,,4.704545454545452,,1.5,1.5,1,10.3330551537062
9135002039110012,9,13,50,2,3911,12,0,,,,,,,,,,,,,,,,5.99,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,10.362811787800199,1,1.0,,1,78,3,1,0,0,0,5.99,1,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,9.0,20.0,12.0,3.0,3.0,3.0,3.0,,120.0,37.0,200.0,19.0,6.0,120.0,37.0,200.0,19.0,100.0,,,,,,,,,,0,0,1,1,3.0,100.0,,,,,,1,0,,,,,,,1,150.0,2.0,,,,,,,1,0.0,,,1.0,3.0,5.0,3.0,,,,,,,,,,,,1,3.0,3.0,9.0,1.0,507.0,,507.0,,2.0,,4.0,10.909090909090901,0.0,,,,,,,,3.0,,,,,10.909090909090901,3.0,3.0,3.0,1,15.2930050283859
9205502094640007,9,20,55,2,9464,7,0,,,,,,,,,,,,,,,,3.75,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,10.470277339612199,1,0.0,0.5,1,73,3,7,0,0,0,3.75,1,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,507,1,,1,1.0,6.0,20.0,11.0,3.75,3.75,3.75,3.75,,160.0,37.0,220.0,19.0,2.0,160.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,3.75,100.0,,,,,,1,0,,,,,,,1,200.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,4.0,8.0,5.0,2.0,,,,,,,,,1,3.75,3.75,1.0,1.0,507.0,,507.0,,2.0,,4.0,16.0,0.0,,,,,,,,3.75,,,,,32.0,3.75,3.75,3.75,1,10.470277339612199
9065602074630012,9,6,56,2,7463,12,0,,,,,,,,,,,,,,,,6.3504,5,4.0,1.0,1.0,,1.0,,,,4.0,4.0,,,2.0,,4,10.524986089496501,0,,99.0,0,60,4,1,1,0,0,9.0,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2,507,1,,0,1.0,9.0,20.0,12.0,4.5,3.1752,4.5,3.1752,,90.0,37.0,230.0,19.0,6.0,90.0,37.0,230.0,19.0,100.0,,,,,,,,,,0,0,2,1,3.1752,100.0,,,,,,1,0,,,,,,,1,800.0,2.0,1000.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,4.0,3.0,5.0,4.0,,,,,,,,,1,4.5,3.1752,9.0,1.0,507.0,,507.0,,2.0,,4.0,9.40909090909091,0.0,,,,,,,,3.1752,,,,,37.113636363636374,3.1752,3.1752,3.1752,1,7.330250802423
9205502094640002,9,20,55,2,9464,2,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,3,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,2.0,,4,10.618215595156599,1,0.0,0.3,0,57,3,2,0,0,0,5.0,1,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,1.0,1.0,20.0,5.0,5.0,5.0,5.0,5.0,,175.0,37.0,220.0,19.0,2.0,175.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,0,,,,,,,,1,0,,,,,,,1,750.0,2.0,1000.0,2.0,,,,,1,0.0,,,1.0,,,,5.0,5.0,2.0,,,,,,,1.0,,1,5.0,5.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,17.5,0.0,,,,,,,,5.0,,,,,17.5,,5.0,5.0,1,10.618215595156599
9205002084990004,9,20,50,2,8499,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,17,16.0,1.0,2.0,1.0,1.0,,,,15.0,15.0,,,2.0,,4,10.637037772602199,0,,5.0,1,55,4,2,0,0,0,30.0,1,7,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,2.0,7.0,20.0,11.0,30.0,30.0,30.0,30.0,,500.0,37.0,205.0,19.0,6.0,500.0,37.0,205.0,19.0,100.0,,,,,,,,,,0,0,3,1,30.0,100.0,,,,,,1,0,,,,,,,1,20.0,3.0,,,,,,,1,1.0,15.0,5.0,1.0,,,,4.0,5.0,4.0,,,,,,,15.0,2.0,1,30.0,30.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,46.5909090909091,0.0,,,,,,,,,30.0,,,,46.5909090909091,30.0,30.0,30.0,1,10.637037772602199
13125002196050005,13,12,50,2,19605,5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.0,35,35.0,,1.0,1.0,,,,,34.0,34.0,,,2.0,,4,10.637122550392,1,1.0,,0,48,4,1,0,0,0,43.0,1,7,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,3.0,4.0,20.0,8.0,42.6,42.6,39.6,39.6,3.0,3510.0,37.0,200.0,19.0,2.0,3510.0,37.0,200.0,19.0,100.0,,,,,,,,,,1,1,1,1,42.6,100.0,,,,,,1,0,,,,,,,1,,0.0,7050.0,2.0,,,,,1,0.0,,,1.0,,,,,,,63.0,5.0,3.0,,,,34.0,,1,42.6,42.6,4.0,1.0,507.0,,507.0,,2.0,,4.0,319.090909090909,3.0,3.0,,,3.0,,,,,,42.6,,,319.090909090909,42.6,42.6,42.6,1,10.225573097382
9065402055150011,9,6,54,2,5515,11,0,,,,,,,,,,,,,,,,1.4112,4,4.0,,4.0,4.0,,,,,,,,,2.0,,4,10.7503236773814,1,1.0,,1,49,4,1,0,0,0,2.0,2,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,5.0,20.0,9.0,1.97,1.39,1.97,1.39,,70.0,37.0,230.0,19.0,6.0,70.0,37.0,230.0,19.0,100.0,,,,,,,,,,0,0,2,1,1.39,100.0,,,,,,1,0,,,,,,,1,400.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,2.0,2.0,5.0,2.0,,,,,,,,3.0,1,2.0,1.4112,5.0,1.0,507.0,,507.0,,2.0,,4.0,7.31818181818182,0.0,,,,,,,,1.39,,,,,7.31818181818182,1.39,1.39,1.39,1,10.2505290689045
9065202063020004,9,6,52,2,6302,4,0,,,,,,,,,,,,,,,,23.9904,21,21.0,,1.0,1.0,,,,,20.0,20.0,,,2.0,,4,10.783928803654401,1,1.0,,1,63,4,1,1,0,0,34.0,2,7,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,5.0,20.0,9.0,9.98,7.0419,9.98,7.0419,,300.0,37.0,220.0,19.0,6.0,300.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,7.0419,100.0,,,,,,1,0,,,,,,,1,6000.0,2.0,,,,,,,1,0.0,,,1.0,10.0,5.0,2.0,10.0,5.0,2.0,,,,,,,10.0,,1,9.98,7.0419,5.0,1.0,507.0,,507.0,,2.0,,4.0,30.0,0.0,,,,,,,,7.0419,,,,,65.0,7.0419,7.0419,7.0419,1,36.6446652679466
11085003010440004,11,8,50,3,1044,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.01,4,3.0,1.0,4.0,3.0,1.0,,,,,,,1.0,,,4,10.8319236029199,1,1.0,,1,30,4,1,1,0,0,19.01,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,507,1,,0,2.0,7.0,20.0,12.0,17.0,17.0,17.0,17.0,,1700.0,35.0,100.0,19.0,6.0,1700.0,35.0,100.0,19.0,100.0,,,,,,,,,,0,0,2,1,17.0,100.0,,,,,,1,0,,,,,,,1,60.0,3.0,34.0,3.0,,,,,1,0.0,,,1.0,17.0,5.0,4.0,17.0,5.0,3.0,17.0,5.0,1.0,,,,,4.0,1,17.0,17.0,7.0,1.0,507.0,,507.0,1.0,,,4.0,77.2727272727273,0.0,,,,,,,,,17.0,,,,154.5454545454546,17.0,17.0,17.0,1,4.03095416689608
12015402130250002,12,1,54,2,13025,2,0,,,,,,,,,,,,,,,,220.0,661,661.0,,1.0,1.0,,,,,660.0,660.0,,,2.0,,4,11.1544780960739,1,1.0,,1,99,6,7,0,0,0,220.0,1,10,6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,3,507,1,,1,1.0,8.0,20.0,12.0,110.0,110.0,110.0,110.0,,8250.0,37.0,220.0,19.0,6.0,8250.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,1,1,110.0,100.0,,,,,,1,0,,,,,,,1,132000.0,2.0,,,,,,,1,0.0,,,1.0,,,,110.0,5.0,2.0,,,,,,,,,1,110.0,110.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,825.0,0.0,,,,,,,,110.0,,,,,3300.0,110.0,110.0,110.0,1,17.4668097583027
9065202067580012,9,6,52,2,6758,12,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.9392,4,4.0,,1.0,1.0,,,,,3.0,3.0,,,2.0,,4,11.210261939463198,1,0.0,10.0,1,75,4,1,0,0,0,7.0,2,4,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,507,1,,0,1.0,5.0,20.0,10.0,7.0,4.9392,7.0,4.9392,,180.0,37.0,250.0,19.0,2.0,180.0,37.0,250.0,19.0,100.0,,,,,,,,,,0,0,1,1,4.9392,100.0,,,,,,1,0,,,,,,,1,1050.0,2.0,1050.0,2.0,,,,,1,0.0,,,1.0,7.0,5.0,2.0,3.5,5.0,3.0,2.5,5.0,3.0,,,,9.0,,1,7.0,4.9392,5.0,1.0,507.0,,507.0,,2.0,,4.0,20.4545454545455,0.0,,,,,,,,4.9392,,,,,20.4545454545455,4.9392,4.9392,4.9392,1,11.210261939463198
9205002083060002,9,20,50,2,8306,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,11,11.0,,1.0,1.0,,,,,10.0,10.0,,,2.0,,4,11.306042645316902,0,,99.0,1,44,3,2,1,0,0,100.0,1,9,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,1,3.0,6.0,20.0,11.0,100.0,100.0,60.0,60.0,6.0,4000.0,35.0,100.0,19.0,3.0,3600.0,35.0,100.0,19.0,100.0,,,,,,400.0,,,,0,0,6,1,100.0,100.0,,,,,,1,0,,,,,,,1,5.0,3.0,5.0,3.0,,,,,1,0.0,,,1.0,,,,3.0,5.0,4.0,,,,,,,10.0,,1,100.0,100.0,2.0,1.0,507.0,,507.0,,2.0,,4.0,181.81818181818198,40.0,40.0,,,,,,40.0,,,100.0,,,163.636363636364,100.0,100.0,100.0,1,11.306042645316902
9115402135040003,9,11,54,2,13504,3,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,11.358442981596301,0,,99.0,1,70,4,2,0,0,0,70.0,1,8,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,507,1,,0,2.0,7.0,20.0,12.0,55.0,55.0,55.0,55.0,,2600.0,37.0,220.0,19.0,5.0,2600.0,37.0,220.0,19.0,100.0,,,,,,,,,,0,0,2,1,55.0,100.0,,,,,,1,0,,,,,,,1,520.0,3.0,6500.0,2.0,,,,,1,0.0,,,1.0,,,,120.0,5.0,2.0,,,,,,,,,1,55.0,55.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,260.0,0.0,,,,,,,,,55.0,,,,260.0,55.0,55.0,55.0,1,14.4562001583953
12085002079990004,12,8,50,2,7999,4,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,11.402970969135499,0,,0.5,1,67,3,7,0,0,0,11.0,1,6,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2,1,507,1,,1,2.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,,40.0,37.0,220.0,19.0,6.0,30.0,37.0,220.0,19.0,100.0,,,10.0,,,,,,,0,0,2,1,1.0,100.0,,,,,,1,0,,,,,,,1,200.0,2.0,,,,,,,1,0.0,,,1.0,2.0,5.0,2.0,1.0,5.0,2.0,,,,,,,,,1,1.0,1.0,1.0,1.0,507.0,,507.0,,2.0,,4.0,4.0,0.0,,,,,,,,,1.0,,,,3.0,1.0,1.0,1.0,1,39.6292736855205
9115402129580007,9,11,54,2,12958,7,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,11.4138299254078,1,1.0,,1,44,4,1,0,0,0,2.0,1,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,4.0,20.0,9.0,2.0,2.0,2.0,2.0,,150.0,37.0,215.0,19.0,6.0,150.0,37.0,215.0,19.0,100.0,,,,,,,,,,0,0,2,1,2.0,100.0,,,,,,1,0,,,,,,,1,6.0,3.0,12.0,3.0,,,,,1,0.0,,,1.0,20.0,5.0,2.0,12.0,5.0,2.0,,,,,,,,,1,2.0,2.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,14.659090909090901,0.0,,,,,,,,2.0,,,,,14.659090909090901,2.0,2.0,2.0,1,11.4138299254078
9065402057780002,9,6,54,2,5778,2,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,3,3.0,,3.0,3.0,,,,,,,,,2.0,,4,11.430779549576002,0,,99.0,1,76,4,1,0,0,0,16.0,1,6,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,8.0,20.0,12.0,16.0,16.0,16.0,16.0,,720.0,37.0,210.0,19.0,2.0,720.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,16.0,100.0,,,,,,1,0,,,,,,,1,5000.0,2.0,2000.0,2.0,,,2000.0,2.0,1,0.0,,,1.0,16.0,5.0,4.0,16.0,5.0,2.0,,,,,,,30.0,,1,16.0,16.0,8.0,1.0,507.0,,507.0,,2.0,,4.0,68.7272727272727,0.0,,,,,,,,16.0,,,,,122.1818181818182,16.0,16.0,16.0,1,11.430779549576002
9075003012980021,9,7,50,3,1298,21,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,2,2.0,,2.0,2.0,,,,,,,,,2.0,,4,11.473463282105598,1,0.0,0.2,1,86,4,1,0,0,0,5.0,1,5,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1,1,507,1,,1,1.0,4.0,20.0,7.0,5.0,5.0,5.0,5.0,,50.0,37.0,230.0,19.0,1.0,50.0,37.0,230.0,19.0,100.0,,,,,,,,,,0,0,6,1,5.0,100.0,,,,,,1,0,,,,,,,1,250.0,2.0,400.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,4.0,5.0,5.0,2.0,,,,,,,,,1,5.0,5.0,4.0,1.0,507.0,,507.0,,2.0,,4.0,5.22727272727273,0.0,,,,,,,,5.0,,,,,5.22727272727273,5.0,5.0,5.0,1,11.473463282105598
9205002087850014,9,20,50,2,8785,14,0,,,,,,,,,,,,,,,,9.0,7,7.0,,1.0,1.0,,,,,6.0,6.0,,,2.0,,4,11.496062710322098,0,,2.0,1,67,4,2,1,0,0,9.0,1,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,2,507,1,,1,1.0,7.0,20.0,10.0,9.0,9.0,9.0,9.0,,840.0,37.0,210.0,19.0,2.0,840.0,37.0,210.0,19.0,100.0,,,,,,,,,,0,0,1,1,9.0,100.0,,,,,,1,0,,,,,,,1,70.0,3.0,40.0,3.0,,,,,1,0.0,,,1.0,18.0,5.0,3.0,3.0,5.0,2.0,,,,,,,3.0,,1,9.0,9.0,7.0,1.0,507.0,,507.0,,2.0,,4.0,80.1818181818182,0.0,,,,,,,,9.0,,,,,157.5,9.0,9.0,9.0,1,11.496062710322098
9025002074100004,9,2,50,2,7410,4,0,,,,,,,,,,,,,,,,1.0584,1,1.0,,1.0,1.0,,,,,,,,,2.0,,4,11.6379716182791,0,,99.0,1,50,4,1,0,0,0,1.5,2,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,507,1,,1,1.0,5.0,20.0,9.0,1.5,1.0584,1.5,1.0584,,71.0,37.0,210.0,19.0,6.0,64.0,37.0,210.0,19.0,100.0,,5.0,,,,2.0,,,,0,0,1,1,1.0584,100.0,,,,,,1,0,,,,,,,1,150.0,2.0,50.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,4.0,1.5,5.0,3.0,,,,,,,,1.0,1,1.5,1.0584,5.0,1.0,507.0,,507.0,,2.0,,4.0,6.77727272727273,0.0,,,,,,,,1.0584,,,,,6.10909090909091,1.0584,1.0584,1.0584,1,11.6379716182791
