Identificador,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ec19_actafec,ec19_dadinsu,ec19_dconmob,ec19_dtraterre,ec19_dofretrab,ec19_pveprfalt,ec19_pveprausc,ec19_accecred,ec19_recayamag,ec19_recayusgr,ec19_recayugc,ec19_recayugadm,ec19_recayugadp,ec19_recayuong,ec19_recayuotro,ec19_recayudesc,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,eu_superficie_ha,eu_k1301,eu_k1302,eu_k1303,eu_k1304,eu_k1305,eu_k1306,eu_k1307,eu_k1308,eu_k1309,eu_k1310,eu_k1311,eu_k1312,eu_trs,eu_trc,eu_tro,eu_tn,fact_exp_fin_principales,cg_vive_predio_pr,cg_terredensm,cg_dista_pre_viv,cg_k100,cg_k101,cg_se_define,cg_k102,cg_segsoccam,cg_accesocomp,cg_accesointer,cg_superficie,cg_unidadmedida,grupo1,edad_rango,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cp_numt,cp_numl,rc_clacul,cp_k404,cp_k405,cp_k406,cp_distancia_1,cp_distancia_2,cp_k408,cp_k409,cp_k409ha,cp_k410,cp_k410ha,cp_k411,cp_k411ha,cp_k412,cp_k416,cp_k417,cp_k418,cp_k420,cp_afecta_prod,cp_k422,cp_k423,cp_k424,cp_k426,cp_venmernac,cp_venmerint,cp_rdproven1,cp_rdproven2,cp_rdproven3,cp_rdproven4,cp_rdproven5,cp_rdproven6,cp_fconvf,cp_fconvs,cp_seg_agri,cp_kits_agri,cp_riego,cp_superf_regada,cp_superf_regada_ha,cp_porc_surc,cp_porc_aspe,cp_porc_micr,cp_porc_gote,cp_porc_nebu,cp_porc_otro,cp_aferti,cp_forg,cp_cant1_fo,cp_umed1_fo,cp_cant2_fo,cp_umed2_fo,cp_cant3_fo,cp_umed3_fo,cp_fqui,cp_cantidad_npk_fq,cp_umed_npk_fq,cp_cantidad_nit_fq,cp_umed_nit_fq,cp_cantidad_fq,cp_umed_fq,cp_cantidad_pot_fq,cp_umed_pot_fq,cp_afito,cp_porg,cp_cantidad_po,cp_umed_po,cp_pqui,cp_cantidad_her_pq,cp_umed_her_pq,cp_color_her_pq,cp_cantidad_ins_pq,cp_umed_ins_pq,cp_color_ins_pq,cp_cantidad_fun_pq,cp_umed_fun_pq,cp_color_fun_pq,cp_cantidad_pq,cp_umed_pq,cp_color_pq,cp_trabocacont,cp_trabfami,cp_obsotroscp,cp_nclavr,cp_trs,cp_trc,cp_tro,cp_tn,cp_prod,ventas,cp_superdida,superdida,cp_sequia,cp_helada,cp_plagas,cp_enfermedades,cp_inundacion,cp_otra,cp_edad,edad1,edad2,edad3,cp_vcomún,cp_vmejorada,cp_vhibrinacio,cp_vhibrinterna,cp_sriego,cp_sufertilizantes,cp_sufitosanitario,nuevacondicion,fact_exp_fin_cultivo
9235052000990296,9,23,50,52,99,296,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,184.24,151,144.0,7.0,1.0,1.0,,150.0,143.0,7.0,,,,,2.0,,4,1.0,0,,99.0,1,54,4,3,0,1,1,184.24,1,9,3,0.0,1.0,,,0.0,1,1,407,1,,25.0,2.4,2.7,2.0,162.8,162.8,162.8,162.8,162.8,162.8,,469800.0,16.0,41.5,3.0,2.0,469800.0,16.0,41.5,3.0,3.0,97.0,,,,,,,,,0,0,1,162.8,162.8,,100.0,,,,,1,0,,,,,,,1,283500.0,2.0,,,,,,,1,0.0,,,1.0,680.0,5.0,2.0,244.0,5.0,3.0,6278.0,5.0,2.0,,,,,,,407,,2.0,,4,8862.13636363636,8862.13636363636,0.0,,,,,,,,25,,,162.8,,162.8,,,162.8,162.8,162.8,1,1.0
9275052000990159,9,27,50,52,99,159,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,249.0,121,86.0,35.0,1.0,1.0,,120.0,85.0,35.0,,,,,2.0,,4,1.0,0,,99.0,1,29,4,3,0,1,1,249.0,1,10,2,0.0,1.0,,,0.0,1,1,407,1,,30.0,2.88,2.3,1.0,102.0,102.0,102.0,102.0,102.0,102.0,,193800.0,16.0,41.5,3.0,1.0,193800.0,16.0,41.5,3.0,0.0,100.0,,,,,,,,,0,0,1,102.0,102.0,,,100.0,,,,1,1,,,224.4,4.0,1020.0,1.0,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,407,,2.0,,4,3655.772727272729,3655.772727272729,0.0,,,,,,,,30,,,102.0,102.0,,,,102.0,102.0,,1,1.0
12015064000991049,12,1,50,64,99,1049,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,225.0,3,3.0,,1.0,1.0,,2.0,2.0,,,,,,2.0,,4,1.0,1,1.0,,1,64,4,3,0,0,0,225.0,1,10,4,0.0,0.0,1.0,0.0,0.0,7,4,407,1,,20.0,2.4,2.7,2.0,0.25,0.25,0.25,0.25,0.25,0.25,,200.0,36.0,35.0,3.0,7.0,,,,,,,200.0,,,,,,,,0,0,1,0.25,0.25,,100.0,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,,407,,2.0,,4,3.18181818181818,,0.0,,,,,,,,20,,,0.25,,0.25,,,0.25,,,1,1.0
12015252000990190,12,1,52,52,99,190,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,374.0,133,125.0,8.0,1.0,1.0,,132.0,124.0,8.0,,,,,2.0,,4,1.0,1,1.0,,1,65,5,3,0,1,1,374.0,1,10,4,0.0,0.0,,,0.0,2,1,407,1,,25.0,2.4,2.7,2.0,350.0,350.0,350.0,350.0,350.0,350.0,,480000.0,16.0,43.0,3.0,7.0,480000.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,350.0,350.0,,100.0,,,,,1,0,,,,,,,1,3850.0,2.0,3850.0,2.0,3850.0,2.0,3850.0,2.0,1,0.0,,,1.0,1050.0,5.0,2.0,,,,2100.0,5.0,2.0,,,,,,,407,,2.0,,4,9381.81818181818,9381.81818181818,0.0,,,,,,,,25,,,350.0,,350.0,,,350.0,350.0,350.0,1,1.0
12015252000990240,12,1,52,52,99,240,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,200.0,145,135.0,10.0,1.0,1.0,,144.0,134.0,10.0,,,,,2.0,,4,1.0,1,1.0,,1,65,5,3,0,1,1,200.0,1,10,4,1.0,1.0,,,0.0,2,1,407,1,,20.0,2.4,2.7,2.0,193.0,193.0,193.0,193.0,193.0,193.0,,288000.0,16.0,43.0,3.0,7.0,288000.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,193.0,193.0,,100.0,,,,,1,0,,,,,,,1,1737.0,2.0,1737.0,2.0,1737.0,2.0,1737.0,2.0,1,0.0,,,1.0,772.0,5.0,2.0,,,,1158.0,5.0,2.0,,,,,,,407,,2.0,,4,5629.090909090911,5629.090909090911,0.0,,,,,,,,20,,,193.0,,193.0,,,193.0,193.0,193.0,1,1.0
12015252000990267,12,1,52,52,99,267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,166.59,92,86.0,6.0,1.0,1.0,,91.0,85.0,6.0,,,,,2.0,,4,1.0,1,1.0,,1,36,4,3,0,1,1,166.59,1,9,2,1.0,1.0,,,0.0,2,1,407,1,,10.0,2.4,2.7,2.0,147.04,147.04,147.04,147.04,147.04,147.04,,432000.0,16.0,43.0,3.0,7.0,432000.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,147.04,147.04,,100.0,,,,,1,0,,,,,,,1,1764.0,2.0,1764.0,2.0,1764.0,2.0,1764.0,2.0,1,0.0,,,1.0,882.0,5.0,2.0,,,,3675.0,5.0,2.0,,,,,,,407,,2.0,,4,8443.63636363636,8443.63636363636,0.0,,,,,,,,10,,147.04,,,147.04,,,147.04,147.04,147.04,1,1.0
12015261000992509,12,1,52,61,99,2509,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,416.0,169,154.0,15.0,1.0,1.0,,168.0,153.0,15.0,,,,,2.0,,4,1.0,0,,99.0,1,84,4,1,0,0,0,416.0,1,10,5,1.0,1.0,,,0.0,2,1,407,1,,30.0,2.4,2.7,2.0,346.0,346.0,346.0,346.0,346.0,346.0,,1259440.0,16.0,43.0,3.0,7.0,1259440.0,16.0,43.0,3.0,100.0,,,,,,,,,,0,0,1,346.0,346.0,,100.0,,,,,1,0,,,,,,,1,3114.0,2.0,3114.0,2.0,3114.0,2.0,3114.0,2.0,1,0.0,,,1.0,2076.0,5.0,2.0,7612.0,5.0,2.0,,,,,,,,,,407,,2.0,,4,24616.3272727273,24616.3272727273,0.0,,,,,,,,30,,,346.0,,346.0,,,346.0,346.0,346.0,1,1.0
12015451000993338,12,1,54,51,99,3338,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,20.0,10,9.0,1.0,1.0,,1.0,9.0,9.0,,,,,,2.0,,4,1.0,0,,99.0,0,29,4,3,0,1,1,20.0,1,7,2,0.0,0.0,,,0.0,1,1,407,1,,30.0,3.0,3.0,1.0,20.0,20.0,20.0,20.0,20.0,20.0,,60000.0,16.0,42.0,3.0,2.0,60000.0,16.0,42.0,3.0,,100.0,,,,,,,,,1,0,1,20.0,20.0,,100.0,,,,,1,0,,,,,,,1,30000.0,2.0,,,,,,,1,0.0,,,1.0,400.0,5.0,3.0,,,,300.0,5.0,3.0,,,,,,,407,,2.0,,4,1145.45454545455,1145.45454545455,0.0,,,,,,,,30,,,20.0,20.0,,,,20.0,20.0,20.0,1,1.0
12015452000990151,12,1,54,52,99,151,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,1135.0,365,345.0,20.0,,,,365.0,345.0,20.0,,,,,2.0,,4,1.0,0,,99.0,1,65,4,3,0,1,1,1135.0,1,10,4,1.0,1.0,,,0.0,2,1,407,1,,20.0,2.4,2.9,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,2500000.0,16.0,43.0,3.0,7.0,2500000.0,16.0,43.0,3.0,100.0,,,,,,,,,,0,0,1,1000.0,1000.0,,100.0,,,,,1,0,,,,,,,1,330000.0,2.0,33000.0,2.0,,,33000.0,2.0,1,0.0,,,1.0,7000.0,5.0,2.0,,,,11000.0,5.0,2.0,,,,,,,407,,2.0,,4,48863.6363636364,48863.6363636364,0.0,,,,,,,,20,,,1000.0,,1000.0,,,1000.0,1000.0,1000.0,1,1.0
12015452000990176,12,1,54,52,99,176,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,323.0,49,46.0,3.0,,,,49.0,46.0,3.0,,,,,2.0,,4,1.0,0,,99.0,0,45,4,3,0,1,1,323.0,1,10,3,1.0,1.0,,,0.0,2,1,407,1,,20.0,2.8,3.6,2.0,290.0,290.0,290.0,290.0,290.0,290.0,,522000.0,16.0,43.0,3.0,6.0,522000.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,290.0,290.0,,100.0,,,,,1,0,,,,,,,1,1160.0,2.0,1160.0,2.0,1160.0,2.0,1160.0,2.0,1,0.0,,,1.0,870.0,5.0,2.0,,,,1610.0,5.0,2.0,,,,3.0,,,407,,2.0,,4,10202.7272727273,10202.7272727273,0.0,,,,,,,,20,,,290.0,,290.0,,,290.0,290.0,290.0,1,1.0
12015452000990178,12,1,54,52,99,178,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,909.0,322,277.0,45.0,1.0,1.0,,321.0,276.0,45.0,,,,,2.0,,4,1.0,1,1.0,,1,58,4,3,0,1,1,909.0,1,10,3,0.0,0.0,,,0.0,2,1,407,1,,22.0,2.4,2.7,2.0,830.0,830.0,830.0,830.0,830.0,830.0,,2490000.0,16.0,43.0,3.0,7.0,2490000.0,16.0,43.0,3.0,100.0,,,,,,,,,,0,0,1,150.0,150.0,,100.0,,,,,1,0,,,,,,,1,9130.0,2.0,9130.0,2.0,9130.0,2.0,9130.0,2.0,1,0.0,,,1.0,830.0,5.0,2.0,,,,4980.0,5.0,2.0,,,,,,,407,,2.0,,4,48668.181818181794,48668.181818181794,0.0,,,,,,,,22,,,830.0,,830.0,,,830.0,830.0,830.0,1,1.0
12015452000990184,12,1,54,52,99,184,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,180.79,89,77.0,12.0,,,,89.0,77.0,12.0,,,,,2.0,,4,1.0,1,1.0,,0,38,4,3,0,1,1,180.79,1,9,2,1.0,1.0,,,0.0,2,1,407,1,,20.0,2.4,2.7,2.0,165.0,165.0,165.0,165.0,165.0,165.0,,528000.0,16.0,43.0,3.0,7.0,528000.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,165.0,165.0,,100.0,,,,,1,0,,,,,,,1,10890.0,2.0,10890.0,2.0,10890.0,2.0,10890.0,2.0,1,0.0,,,1.0,495.0,5.0,2.0,,,,3630.0,5.0,2.0,,,,,,,407,,2.0,,4,10320.0,10320.0,0.0,,,,,,,,20,,,165.0,,165.0,,,165.0,165.0,165.0,1,1.0
12015452000990313,12,1,54,52,99,313,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,120,105.0,15.0,1.0,1.0,,119.0,104.0,15.0,,,,,2.0,,4,1.0,0,,99.0,1,67,5,3,0,1,1,170.0,1,9,4,0.0,0.0,,,0.0,2,1,407,1,,20.0,2.4,2.7,2.0,150.0,150.0,150.0,150.0,150.0,150.0,,387500.0,16.0,43.0,3.0,7.0,387500.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,150.0,150.0,,100.0,,,,,1,0,,,,,,,1,5115.0,2.0,5115.0,2.0,5115.0,2.0,5155.0,2.0,1,0.0,,,1.0,1085.0,5.0,2.0,1705.0,5.0,2.0,,,,,,,,,,407,,2.0,,4,7573.863636363642,7573.863636363642,0.0,,,,,,,,20,,,150.0,,150.0,,,150.0,150.0,150.0,1,1.0
12015552000990149,12,1,55,52,99,149,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,8900.0,1980,1701.0,279.0,1.0,1.0,,1979.0,1700.0,279.0,,,,,2.0,,4,1.0,0,,20.0,0,54,4,3,0,1,1,8900.0,1,10,3,0.0,0.0,0.0,,1.0,2,1,407,1,,45.0,2.2,2.32,2.0,2547.0,2547.0,2547.0,2547.0,2547.0,2547.0,,5800000.0,16.0,43.0,3.0,7.0,5800000.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,2547.0,2547.0,,,,,,100.0,1,0,,,,,,,1,1813464.0,2.0,652.03,2.0,38205.0,2.0,16042.97,2.0,1,0.0,,,1.0,25570.0,5.0,2.0,,,,5858.1,5.0,2.0,,,,,,,407,,2.0,,4,113363.63636363599,113363.63636363599,0.0,,,,,,,,45,,,2547.0,,2547.0,,,2547.0,2547.0,2547.0,1,1.0
12025052000990212,12,2,50,52,99,212,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,250.2,73,73.0,,1.0,1.0,,72.0,72.0,,,,,,2.0,,4,1.0,1,1.0,,1,65,5,3,0,1,1,250.2,1,10,4,0.0,0.0,,,0.0,2,1,407,1,,20.0,2.4,2.7,2.0,240.0,240.0,240.0,240.0,240.0,240.0,,218400.0,16.0,43.0,3.0,7.0,218400.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,240.0,240.0,,100.0,,,,,1,0,,,,,,,1,1440.0,2.0,1440.0,2.0,1440.0,2.0,1440.0,2.0,1,0.0,,,1.0,240.0,5.0,2.0,,,,720.0,5.0,2.0,,,,,,,407,,2.0,,4,4268.72727272727,4268.72727272727,0.0,,,,,,,,20,,,240.0,,240.0,,,240.0,240.0,240.0,1,1.0
12025052000990218,12,2,50,52,99,218,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,170.0,133,126.0,7.0,1.0,,1.0,132.0,126.0,6.0,,,,,2.0,,4,1.0,1,1.0,,0,46,4,3,0,1,1,170.0,1,9,3,1.0,1.0,,,0.0,2,1,407,1,,15.0,2.4,2.7,2.0,153.0,153.0,153.0,153.0,153.0,153.0,,192000.0,16.0,43.0,3.0,7.0,192000.0,16.0,43.0,3.0,100.0,,,,,,,,,,0,0,1,153.0,153.0,,100.0,,,,,1,0,,,,,,,1,1211.0,2.0,1211.0,2.0,550.0,2.0,1211.0,2.0,1,0.0,,,1.0,1224.0,5.0,2.0,,,,306.0,5.0,2.0,,,,,,,407,,2.0,,4,3752.727272727271,3752.727272727271,0.0,,,,,,,,15,,153.0,,,153.0,,,153.0,153.0,153.0,1,1.0
12025252000990154,12,2,52,52,99,154,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,733.0,181,161.0,20.0,1.0,1.0,,180.0,160.0,20.0,,,,,2.0,,4,1.0,0,,99.0,1,65,4,3,0,1,1,733.0,1,10,4,1.0,1.0,,,0.0,2,1,407,1,,20.0,2.4,2.7,2.0,718.39,718.39,718.39,718.39,718.39,718.39,,2479680.0,16.0,43.0,3.0,7.0,2479680.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,718.39,718.39,,100.0,,,,,1,0,,,,,,,1,6492.0,2.0,6492.0,2.0,6492.0,2.0,6462.0,2.0,1,0.0,,,1.0,4308.0,5.0,3.0,,,,15796.0,5.0,2.0,,,,,,,407,,2.0,,4,48466.472727272696,48466.472727272696,0.0,,,,,,,,20,,,718.39,,718.39,,,718.39,718.39,718.39,1,1.0
12025252000990169,12,2,52,52,99,169,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,105.0,44,39.0,5.0,1.0,1.0,,43.0,38.0,5.0,,,,,2.0,,4,1.0,1,1.0,,1,56,4,3,0,1,1,105.0,1,9,3,1.0,1.0,,,0.0,2,1,407,1,,15.0,2.4,2.7,2.0,100.0,100.0,100.0,100.0,100.0,100.0,,108000.0,16.0,43.0,3.0,7.0,108000.0,16.0,43.0,3.0,,100.0,,,,,,,,,0,0,1,100.0,100.0,,100.0,,,,,1,0,,,,,,,1,600.0,2.0,600.0,2.0,600.0,2.0,600.0,2.0,1,0.0,,,1.0,300.0,5.0,3.0,,,,600.0,2.0,3.0,,,,,,,407,,2.0,,4,2110.90909090909,2110.90909090909,0.0,,,,,,,,15,,100.0,,,100.0,,,100.0,100.0,100.0,1,1.0
12025252000990179,12,2,52,52,99,179,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,310.0,161,160.0,1.0,1.0,1.0,,160.0,159.0,1.0,,,,,2.0,,4,1.0,1,1.0,,1,37,4,3,0,0,0,310.0,1,10,2,1.0,1.0,0.0,,1.0,2,1,407,1,,10.0,2.4,2.7,2.0,285.0,285.0,285.0,285.0,285.0,285.0,,712500.0,16.0,43.0,3.0,7.0,712000.0,16.0,43.0,3.0,,100.0,500.0,,,,,,,,0,0,1,285.0,285.0,,100.0,,,,,1,1,,,,,35055.0,1.0,1,10260.0,2.0,2400.0,2.0,,,,,1,0.0,,,1.0,3990.0,5.0,4.0,,,,9832.5,1.0,3.0,,,,,,,407,,2.0,,4,13926.136363636399,13916.363636363601,0.0,,,,,,,,10,,285.0,,,285.0,,,285.0,285.0,285.0,1,1.0
12025252000990188,12,2,52,52,99,188,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,286.0,153,145.0,8.0,1.0,1.0,,152.0,144.0,8.0,,,,,2.0,,4,1.0,0,,99.0,1,65,4,3,0,1,1,286.0,1,10,4,1.0,1.0,,,0.0,2,1,407,1,,25.0,2.4,2.0,2.0,280.0,280.0,280.0,280.0,280.0,280.0,,988000.0,16.0,43.0,3.0,7.0,988000.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,280.0,280.0,,100.0,,,,,1,0,,,,,,,1,2520.0,2.0,2520.0,2.0,2520.0,2.0,2520.0,2.0,1,0.0,,,1.0,1680.0,5.0,2.0,,,,6160.0,5.0,2.0,,,,,,,407,,2.0,,4,19310.9090909091,19310.9090909091,0.0,,,,,,,,25,,,280.0,,280.0,,,280.0,280.0,280.0,1,1.0
12025252000990200,12,2,52,52,99,200,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,134.6,74,72.0,2.0,1.0,,1.0,73.0,72.0,1.0,,,,,2.0,,4,1.0,1,1.0,,0,53,4,3,0,0,0,134.6,1,9,3,1.0,1.0,,,0.0,2,1,407,1,,11.0,2.4,2.7,2.0,127.0,127.0,127.0,127.0,127.0,127.0,,142560.0,16.0,43.0,3.0,7.0,142560.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,120.0,120.0,,100.0,,,,,1,0,,,,,,,1,5280.0,2.0,5280.0,2.0,5280.0,2.0,5280.0,2.0,1,0.0,,,1.0,762.0,5.0,3.0,,,,600.0,5.0,3.0,,,,,,,407,,2.0,,4,2786.4,2786.4,0.0,,,,,,,,11,,127.0,,,127.0,,,127.0,127.0,127.0,1,1.0
12035057000992248,12,3,50,57,99,2248,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,530.0,32,31.0,1.0,2.0,1.0,1.0,20.0,20.0,,10.0,10.0,,,2.0,,4,1.0,1,1.0,,0,58,5,3,0,1,1,530.0,1,10,3,1.0,1.0,1.0,0.0,0.0,4,1,407,1,,20.0,3.0,3.0,2.0,50.0,50.0,50.0,50.0,50.0,50.0,,97920.0,16.0,43.0,3.0,7.0,97920.0,16.0,43.0,3.0,2.0,98.0,,,,,,,,,0,0,1,50.0,50.0,,100.0,,,,,1,0,,,,,,,1,1800.0,2.0,900.0,2.0,,,,,1,0.0,,,1.0,50.0,5.0,2.0,,,,50.0,5.0,3.0,,,,,,,407,,2.0,,4,1913.89090909091,1913.89090909091,0.0,,,,,,,,20,,,50.0,,50.0,,,50.0,50.0,50.0,1,1.0
12045052000990229,12,4,50,52,99,229,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,320.0,155,148.0,7.0,1.0,1.0,,154.0,147.0,7.0,,,,,2.0,,4,1.0,1,1.0,,1,43,4,3,0,0,0,320.0,1,10,3,1.0,1.0,,,0.0,2,1,407,1,,20.0,2.7,2.0,2.0,286.0,286.0,286.0,286.0,286.0,286.0,,840000.0,16.0,43.0,3.0,7.0,840000.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,286.0,286.0,,,100.0,,,,1,0,,,,,,,1,3432.0,2.0,3432.0,2.0,3432.0,2.0,3432.0,2.0,1,0.0,,,1.0,1716.0,5.0,4.0,,,,3232.0,5.0,2.0,,,,,,,407,,2.0,,4,16418.181818181798,16418.181818181798,0.0,,,,,,,,20,,,286.0,,286.0,,,286.0,286.0,286.0,1,1.0
12045052000990270,12,4,50,52,99,270,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,155.5,150,141.0,9.0,1.0,,1.0,149.0,141.0,8.0,,,,,2.0,,4,1.0,0,,99.0,1,45,4,4,0,0,0,155.5,1,9,3,0.0,1.0,,,0.0,2,1,407,1,,3.0,2.5,2.5,3.0,155.0,155.0,155.0,155.0,155.0,155.0,,443520.0,16.0,42.0,3.0,7.0,443520.0,16.0,42.0,3.0,90.0,10.0,,,,,,,,,0,0,1,155.0,155.0,,100.0,,,,,1,0,,,,,,,1,2150.0,2.0,2160.0,2.0,,,,,1,0.0,,,1.0,1820.0,5.0,2.0,,,,3719.0,5.0,2.0,,,,,,,407,,2.0,,4,8467.2,8467.2,0.0,,,,,,,,3,155.0,,,,,155.0,,155.0,155.0,155.0,1,1.0
12045252000990171,12,4,52,52,99,171,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,220.0,74,72.0,2.0,1.0,1.0,,73.0,71.0,2.0,,,,,2.0,,4,1.0,1,1.0,,1,70,4,3,0,1,1,220.0,1,10,4,1.0,1.0,,,0.0,2,1,407,1,,30.0,2.4,2.9,2.0,200.0,200.0,200.0,200.0,200.0,200.0,,239200.0,16.0,43.0,3.0,7.0,239200.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,200.0,200.0,,100.0,,,,,1,0,,,,,,,1,1200.0,2.0,1200.0,2.0,1200.0,2.0,1200.0,2.0,1,0.0,,,1.0,600.0,5.0,2.0,,,,,,,,,,,,,407,,2.0,,4,4675.27272727273,4675.27272727273,0.0,,,,,,,,30,,,200.0,,200.0,,,200.0,200.0,200.0,1,1.0
12045252000990205,12,4,52,52,99,205,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,233.0,176,173.0,3.0,1.0,,1.0,175.0,173.0,2.0,,,,,2.0,,4,1.0,0,,99.0,1,57,4,2,0,1,1,233.0,1,10,3,1.0,1.0,,,0.0,2,1,407,1,,15.0,2.4,2.8,2.0,220.0,220.0,220.0,220.0,220.0,220.0,,791340.0,16.0,43.0,3.0,7.0,791331.0,16.0,43.0,3.0,9.0,91.0,,,9.0,,,,,,0,0,1,220.0,220.0,,100.0,,,,,1,0,,,,,,,1,7920.0,2.0,2640.0,2.0,2640.0,2.0,1320.0,2.0,1,0.0,,,1.0,660.0,5.0,2.0,660.0,5.0,2.0,4400.0,5.0,3.0,,,,,,,407,,2.0,,4,15467.1,15466.924090909099,0.0,,,,,,,,15,,220.0,,,220.0,,,220.0,220.0,220.0,1,1.0
12045252000990209,12,4,52,52,99,209,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,320.0,61,50.0,11.0,1.0,1.0,,60.0,49.0,11.0,,,,,2.0,,4,1.0,0,,56.0,1,45,4,3,0,1,1,320.0,1,10,3,1.0,1.0,,,0.0,2,1,407,1,,25.0,2.4,2.7,2.0,267.0,267.0,267.0,267.0,267.0,267.0,,720000.0,16.0,43.0,3.0,7.0,720000.0,16.0,43.0,3.0,0.0,100.0,,,,,,,,,0,0,1,267.0,267.0,,100.0,,,,,1,0,,,,,,,1,2136.0,2.0,2136.0,2.0,2136.0,2.0,2167.0,2.0,1,0.0,,,1.0,267.0,5.0,3.0,,,,,,,,,,,,,407,,2.0,,4,14072.7272727273,14072.7272727273,0.0,,,,,,,,25,,,267.0,,267.0,,,267.0,267.0,267.0,1,1.0
