Identificador,Id,ual_prov,ual_cant,ual_parr,ual_estr,ual_segm,al_ncues,ct_numt,ct_numl,rc_clacul,ct_k504,ct_k505,ct_prepa_suelo,ct_k506,ct_k507,ct_k508,ct_k509,ct_k510,ct_k510ha,ct_k511,ct_k511ha,ct_k512,ct_k516,ct_k517,ct_k518,ct_k520,ct_afecta_prod,ct_k522,ct_k523,ct_k524,ct_k526,ct_venmernac,ct_venmerint,ct_rdproven1,ct_rdproven2,ct_rdproven3,ct_rdproven4,ct_rdproven5,ct_rdproven6,ct_fconvf,ct_fconvs,ct_seg_agri,ct_kits_agri,ct_presueuti,ct_riego,ct_superf_regada_ha,ct_porc_surc,ct_porc_aspe,ct_porc_micr,ct_porc_gote,ct_porc_nebu,ct_porc_otro,ct_aferti,ct_forg,ct_cant1_fo,ct_umed1_fo,ct_cant2_fo,ct_umed2_fo,ct_cant3_fo,ct_umed3_fo,ct_fqui,ct_cantidad_npk_fq,ct_umed_npk_fq,ct_cantidad_nit_fq,ct_umed_nit_fq,ct_cantidad_fq,ct_umed_fq,ct_cantidad_pot_fq,ct_umed_pot_fq,ct_afito,ct_porg,ct_cantidad_po,ct_umed_po,ct_pqui,ct_cantidad_her_pq,ct_umed_her_pq,ct_color_her_pq,ct_cantidad_ins_pq,ct_umed_ins_pq,ct_color_ins_pq,ct_cantidad_fun_pq,ct_umed_fun_pq,ct_color_fun_pq,ct_cantidad_pq,ct_umed_pq,ct_color_pq,ct_trabocacont,ct_trabfami,ct_piensasem_int,ct_supersem_int,ct_supersemha_int,ct_messiem_int,ct_condcult_int,ct_codcultiv1_int,ct_codcultiv2_int,ct_nclavr,ct_trs,ct_trc,ct_tro,ct_tn,ct_prod,ct_superdida,superdida,ct_sequia,ct_helada,ct_plagas,ct_enfermedades,ct_inundacion,ct_otra,ct_secomun,ct_semejorada,ct_secertificada,ct_sehibrinac,ct_sehibrinter,Ventas,ct_sriego,su_fertilizada,su_plaguicidas,ct_nuevacondicion,fact_exp_fin,repetido
11155003010910004,1115500301091000403,11,15,50,3,1091,4,03,1,548,1,,1,1.0,12.0,19.0,8.0,1.0,1.0,1.0,1.0,,30.0,35.0,100.0,2.0,6.0,20.0,35.0,100.0,2.0,100.0,,,,,10.0,,,,,0,0,1,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,1,0.0,,,1.0,5.0,5.0,3.0,,,,,,,,,,5.0,,1,1.0,1.0,12.0,1.0,548.0,,548.0,1.0,,,4.0,1.3636363636363602,0.0,,,,,,,,1.0,,,,,0.9090909090909092,,,1.0,1,23.893551202684804,1
11155003010910008,1115500301091000806,11,15,50,3,1091,8,06,1,548,1,,1,1.0,12.0,19.0,7.0,1.0,1.0,1.0,1.0,,20.0,35.0,100.0,2.0,6.0,,,,,,,,,,20.0,,,,,0,0,5,0,,,,,,,,1,0,,,,,,,1,0.5,3.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,5.0,3.0,1,1.0,1.0,12.0,1.0,548.0,,548.0,1.0,,,4.0,0.9090909090909092,0.0,,,,,,,,1.0,,,,,,,1.0,,1,43.39283723674711,1
11155003010910009,1115500301091000903,11,15,50,3,1091,9,03,1,548,1,,1,1.0,12.0,19.0,7.0,0.5,0.5,0.5,0.5,,12.0,35.0,100.0,2.0,6.0,,,,,,,,,,12.0,,,,,0,0,5,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,1,0.5,0.5,12.0,1.0,548.0,,548.0,1.0,,,4.0,0.545454545454545,0.0,,,,,,,,0.5,,,,,,,,,1,27.319517207765998,1
11155003010910012,1115500301091001202,11,15,50,3,1091,12,02,1,548,1,,1,1.0,12.0,19.0,7.0,0.5,0.5,0.5,0.5,,3.0,35.0,100.0,2.0,2.0,,,,,,,,,,3.0,,,,,0,0,5,0,,,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,1,0.5,0.5,12.0,1.0,548.0,,548.0,1.0,,,4.0,0.136363636363636,0.0,,,,,,,,0.5,,,,,,,,,1,88.3303373520257,1
11155003010910017,1115500301091001702,11,15,50,3,1091,17,02,1,548,1,,0,2.0,12.0,19.0,8.0,0.5,0.5,0.5,0.5,,8.0,35.0,100.0,2.0,6.0,,,,,,,1.0,7.0,,,,,,,0,0,5,1,0.5,100.0,,,,,,1,1,1.0,3.0,,,,,0,,,,,,,,,1,0.0,,,1.0,0.5,5.0,5.0,,,,,,,,,,,,1,0.5,0.5,12.0,1.0,548.0,,548.0,1.0,,,4.0,0.36363636363636404,0.0,,,,,,,,,0.5,,,,,0.5,0.5,0.5,1,3.23402101568967,1
11155101183930001,1115510118393000105,11,15,51,1,18393,1,05,1,548,1,,1,1.0,12.0,19.0,6.0,1.99,1.99,1.5,1.5,3.0,8.0,35.0,100.0,2.0,2.0,,,,,,,1.0,,,7.0,,,,,0,0,5,1,1.99,100.0,,,,,,1,0,,,,,,,1,,,135.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,2.0,,,,,,,,,,4.0,,1,1.99,1.99,12.0,1.0,548.0,,548.0,1.0,,,4.0,0.36363636363636404,0.49,0.49,,,0.49,,,,1.99,,,,,,1.99,1.99,1.99,1,2.05846026398965,1
11155101183930002,1115510118393000202,11,15,51,1,18393,2,02,1,548,1,,0,2.0,11.0,19.0,4.0,1.5,1.5,0.5,0.5,1.0,8.0,35.0,100.0,2.0,6.0,,,,,,,2.0,,,,6.0,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,45.0,2.0,,,,,0,0.0,,,0.0,,,,,,,,,,,,,2.0,,1,1.5,1.5,11.0,1.0,548.0,,548.0,1.0,,,4.0,0.36363636363636404,1.0,1.0,1.0,,,,,,,1.5,,,,,,1.5,,1,34.2917014008176,1
11155101183930003,1115510118393000301,11,15,51,1,18393,3,01,1,548,1,,1,2.0,1.0,20.0,5.0,0.7,0.7,0.7,0.7,,15.0,35.0,100.0,2.0,6.0,,,,,,,2.0,5.0,,8.0,,,,,0,0,5,1,0.7,100.0,,,,,,0,0,,,,,,,0,,,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,1.0,1,0.7,0.7,1.0,1.0,548.0,,548.0,1.0,,,4.0,0.681818181818182,0.0,,,,,,,,,0.7,,,,,0.7,,,1,38.5445716753448,1
11155101183930005,1115510118393000501,11,15,51,1,18393,5,01,1,548,1,,1,2.0,7.0,20.0,12.0,0.5,0.5,0.5,0.5,,20.0,35.0,100.0,2.0,6.0,5.0,35.0,100.0,2.0,100.0,,,10.0,,5.0,,,,,0,0,5,1,0.5,100.0,,,,,,1,0,,,,,,,1,,,45.0,2.0,,,,,1,0.0,,,1.0,0.3,5.0,2.0,,,,,,,,,,,4.0,1,0.5,0.5,7.0,1.0,548.0,,548.0,1.0,,,4.0,0.9090909090909092,0.0,,,,,,,,,0.5,,,,0.22727272727272704,0.5,0.5,0.5,1,36.3426253077638,1
12015002141850004,1201500214185000403,12,1,50,2,14185,4,03,3,548,1,,1,3.0,7.0,20.0,11.0,0.5,0.5,0.5,0.5,,50.0,35.0,100.0,2.0,2.0,50.0,35.0,100.0,2.0,100.0,0.0,,,,,,,,,0,0,1,1,0.5,100.0,,,,,,1,0,,,,,,,1,100.0,2.0,,,,,,,1,0.0,,,1.0,0.5,5.0,2.0,0.25,5.0,3.0,,,,,,,,,1,0.5,0.5,7.0,1.0,548.0,,548.0,,2.0,,4.0,2.2727272727272703,0.0,,,,,,,,,,0.5,,,2.2727272727272703,0.5,0.5,0.5,1,62.177787923462894,1
12015002144330001,1201500214433000101,12,1,50,2,14433,1,01,1,548,1,,1,1.0,8.0,20.0,11.0,0.4,0.4,0.4,0.4,,40.0,35.0,100.0,2.0,2.0,40.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,,,,,,,0,0.0,,,0.0,,,,,,,,,,,,,,,1,0.4,0.4,8.0,1.0,548.0,,548.0,,2.0,,4.0,1.8181818181818201,0.0,,,,,,,,0.4,,,,,1.8181818181818201,,0.4,,1,66.3635517360219,1
12015064000991049,1201506400099104905,12,1,50,64,99,1049,05,1,548,1,,1,3.0,7.0,20.0,11.0,5.0,5.0,5.0,5.0,,600.0,35.0,100.0,2.0,6.0,600.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,5.0,100.0,,,,,,1,0,,,,,,,1,5.0,2.0,5.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,2.0,,,,,,,,,,5.0,,1,5.0,5.0,7.0,1.0,548.0,,548.0,,2.0,,4.0,27.2727272727273,0.0,,,,,,,,,,5.0,,,27.2727272727273,5.0,5.0,5.0,1,1.0,1
12015202108470001,1201520210847000101,12,1,52,2,10847,1,01,1,548,1,,1,3.0,1.0,20.0,5.0,2.0,1.4112,2.0,1.4112,,200.0,35.0,100.0,2.0,2.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,500.0,2.0,400.0,2.0,,,,,1,0.0,,,1.0,8.0,5.0,2.0,,,,,,,,,,,,1,2.0,1.4112,1.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,,1.4112,,,9.09090909090909,,1.4112,1.4112,1,45.165423809520206,1
12015202108470002,1201520210847000201,12,1,52,2,10847,2,01,1,548,1,,1,3.0,1.0,20.0,5.0,55.0,38.808,55.0,38.808,,5500.0,35.0,100.0,2.0,6.0,5500.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,38.808,,,,,,100.0,1,0,,,,,,,1,8250.0,2.0,1100.0,2.0,,,,,1,0.0,,,1.0,165.0,5.0,1.0,65.0,5.0,3.0,,,,,,,,,1,55.0,38.808,1.0,1.0,548.0,,548.0,,2.0,,4.0,250.0,0.0,,,,,,,,,,38.808,,,250.0,38.808,38.808,38.808,1,38.7065608650464,1
12015202108470004,1201520210847000401,12,1,52,2,10847,4,01,1,548,1,,0,3.0,7.0,20.0,11.0,5.0,3.528,5.0,3.528,,280.0,35.0,100.0,2.0,4.0,280.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,1,,,,,7.0,1.0,1,,,2000.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,1.0,2.5,5.0,3.0,,,,,,,,,1,5.0,3.528,7.0,1.0,548.0,,548.0,,2.0,,4.0,12.727272727272696,0.0,,,,,,,,,,3.528,,,12.727272727272696,,3.528,3.528,1,26.98677007936369,1
12015202108470005,1201520210847000501,12,1,52,2,10847,5,01,1,548,1,,1,3.0,6.0,20.0,10.0,5.0,5.0,5.0,5.0,,380.0,35.0,100.0,2.0,6.0,380.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,750.0,2.0,1750.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,2.0,5.0,5.0,3.0,,,,,,,,,1,5.0,5.0,6.0,1.0,548.0,,548.0,,2.0,,4.0,17.272727272727302,0.0,,,,,,,,,,5.0,,,17.272727272727302,,5.0,5.0,1,15.697632909759701,1
12015202108470006,1201520210847000601,12,1,52,2,10847,6,01,1,548,1,,0,3.0,1.0,20.0,5.0,5.0,3.528,5.0,3.528,,320.0,35.0,100.0,2.0,2.0,320.0,35.0,100.0,2.0,100.0,,,,,,,,,,1,0,1,0,,,,,,,,1,0,,,,,,,1,528.0,2.0,,,,,,,1,0.0,,,1.0,3.0,5.0,3.0,2.0,5.0,4.0,,,,,,,,,1,5.0,3.528,1.0,1.0,548.0,,548.0,,2.0,,4.0,14.5454545454545,0.0,,,,,,,,,,3.528,,,14.5454545454545,,3.528,3.528,1,44.4570891521565,1
12015202108470007,1201520210847000701,12,1,52,2,10847,7,01,1,548,1,,1,3.0,6.0,20.0,10.0,5.0,3.528,5.0,3.528,,400.0,35.0,100.0,2.0,6.0,400.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,750.0,2.0,1600.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,2.0,5.0,5.0,2.0,,,,,,,,,0,,,,,,,548.0,,2.0,,4.0,18.181818181818198,0.0,,,,,,,,,,3.528,,,18.181818181818198,,3.528,3.528,1,30.425054688747306,1
12015202108470008,1201520210847000801,12,1,52,2,10847,8,01,1,548,1,,1,3.0,1.0,20.0,4.0,5.0,3.528,5.0,3.528,,352.0,35.0,100.0,2.0,2.0,352.0,35.0,100.0,2.0,100.0,,,,,,,,,,1,0,1,0,,,,,,,,1,0,,,,,,,1,1056.0,2.0,,,,,,,1,0.0,,,1.0,6.0,5.0,3.0,3.0,5.0,4.0,,,,,,,,,1,5.0,3.528,1.0,1.0,548.0,,548.0,,2.0,,4.0,16.0,0.0,,,,,,,,,,3.528,,,16.0,,3.528,3.528,1,24.9924537260195,1
12015202110190003,1201520211019000304,12,1,52,2,11019,3,04,1,548,1,,1,2.0,1.0,20.0,5.0,1.99,1.99,1.99,1.99,,200.0,35.0,100.0,2.0,6.0,200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,900.0,2.0,,,,,,,1,0.0,,,1.0,8.0,5.0,2.0,,,,2.0,5.0,1.0,,,,,,1,1.99,1.99,1.0,1.0,548.0,,548.0,,2.0,,4.0,9.09090909090909,0.0,,,,,,,,,1.99,,,,9.09090909090909,,1.99,1.99,1,30.0213372012472,1
12015202112000002,1201520211200000201,12,1,52,2,11200,2,01,1,548,1,,1,3.0,5.0,20.0,10.0,27.0,19.0512,27.0,19.0512,,2500.0,35.0,100.0,2.0,2.0,2500.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,12000.0,2.0,270.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,3.0,,,,10.0,5.0,3.0,,,,6.0,2.0,1,27.0,19.0512,5.0,1.0,548.0,,548.0,,2.0,,4.0,113.636363636364,0.0,,,,,,,,,,19.0512,,,113.636363636364,,19.0512,19.0512,1,60.848319388927706,1
12015202112000003,1201520211200000301,12,1,52,2,11200,3,01,1,548,1,,0,3.0,6.0,20.0,10.0,12.0,8.4672,12.0,8.4672,,1200.0,35.0,100.0,2.0,2.0,1200.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,600.0,2.0,,,,,1,0.0,,,1.0,,,,12.0,5.0,3.0,,,,,,,3.0,,1,12.0,8.4672,6.0,1.0,548.0,,548.0,,2.0,,4.0,54.545454545454504,0.0,,,,,,,,,,8.4672,,,54.545454545454504,,8.4672,8.4672,1,45.6513031645646,1
12015202113250001,1201520211325000101,12,1,52,2,11325,1,01,2,548,1,,1,3.0,6.0,20.0,11.0,42.33,42.33,42.33,42.33,,650.0,35.0,100.0,2.0,6.0,650.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,1,,,,,40.0,1.0,1,200.0,2.0,300.0,2.0,,,,,1,0.0,,,1.0,,,,24.0,5.0,3.0,40.0,5.0,2.0,,,,,,1,42.33,42.33,6.0,1.0,548.0,,548.0,,2.0,,4.0,29.5454545454545,0.0,,,,,,,,,,42.33,,,29.5454545454545,,42.33,42.33,1,16.990792813561303,1
12015202113250002,1201520211325000201,12,1,52,2,11325,2,01,2,548,1,,1,3.0,7.0,20.0,11.0,85.0,85.0,85.0,85.0,,14450.0,35.0,100.0,2.0,6.0,14450.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,40.0,100.0,,,,,,1,0,,,,,,,1,425.0,2.0,,,,,,,1,0.0,,,1.0,42.0,5.0,3.0,1.0,5.0,3.0,42.0,5.0,2.0,,,,4.0,,1,85.0,85.0,7.0,1.0,548.0,,548.0,,2.0,,4.0,656.818181818182,0.0,,,,,,,,,,85.0,,,656.818181818182,85.0,85.0,85.0,1,20.8367228549612,1
12015202115200001,1201520211520000101,12,1,52,2,11520,1,01,1,548,1,,1,2.0,6.0,20.0,10.0,2.82,2.82,2.82,2.82,,300.0,35.0,100.0,2.0,2.0,300.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,50.0,2.0,,,,,1,0.0,,,1.0,2.0,5.0,4.0,2.0,5.0,2.0,,,,,,,,,1,2.82,2.82,6.0,1.0,548.0,,548.0,,2.0,,4.0,13.6363636363636,0.0,,,,,,,,,2.82,,,,13.6363636363636,,2.82,2.82,1,22.424141572872,1
12015202115200002,1201520211520000201,12,1,52,2,11520,2,01,1,548,1,,1,3.0,7.0,20.0,11.0,65.0,65.0,65.0,65.0,,1495.0,35.0,100.0,2.0,2.0,1495.0,35.0,100.0,2.0,100.0,,,,,,,,,,1,0,1,1,65.0,,100.0,,,,,1,0,,,,,,,1,1300.0,2.0,1300.0,2.0,,,,,1,0.0,,,1.0,65.0,5.0,2.0,60.0,5.0,4.0,60.0,5.0,1.0,,,,,,1,65.0,65.0,7.0,1.0,548.0,,548.0,,2.0,,4.0,67.9545454545455,0.0,,,,,,,,,,65.0,,,67.9545454545455,65.0,65.0,65.0,1,37.340086511329204,1
12015202120670001,1201520212067000101,12,1,52,2,12067,1,01,3,548,1,,1,3.0,6.0,20.0,10.0,50.0,50.0,50.0,50.0,,1750.0,35.0,100.0,2.0,6.0,1500.0,35.0,100.0,2.0,100.0,,,250.0,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,15000.0,2.0,,,,,,,1,0.0,,,1.0,200.0,5.0,2.0,180.0,5.0,3.0,,,,,,,,,1,50.0,50.0,6.0,1.0,548.0,,548.0,,2.0,,4.0,79.5454545454545,0.0,,,,,,,,,,50.0,,,68.1818181818182,,50.0,50.0,1,22.9129943446625,1
12015302141980001,1201530214198000101,12,1,53,2,14198,1,01,1,548,1,,1,3.0,6.0,20.0,10.0,7.0,4.9392,7.0,4.9392,,700.0,35.0,100.0,2.0,6.0,500.0,35.0,100.0,2.0,100.0,,,200.0,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,2100.0,2.0,,,,,,,1,0.0,,,1.0,16.0,5.0,2.0,7.0,5.0,1.0,,,,,,,4.0,,1,7.0,4.9392,6.0,1.0,548.0,,548.0,,2.0,,4.0,31.818181818181802,0.0,,,,,,,,,,4.9392,,,22.7272727272727,,4.9392,4.9392,1,17.6820158675067,1
12015302141980003,1201530214198000301,12,1,53,2,14198,3,01,1,548,1,,0,3.0,1.0,20.0,6.0,1.0,0.7056,1.0,0.7056,,120.0,35.0,100.0,2.0,2.0,120.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,0,,,,,,,,1,0,,,,,,,1,100.0,2.0,150.0,2.0,,,,,1,0.0,,,1.0,1.0,5.0,2.0,1.0,5.0,2.0,0.5,5.0,2.0,,,,,,1,1.0,0.7056,1.0,1.0,548.0,,548.0,,2.0,,4.0,5.454545454545452,0.0,,,,,,,,,,0.7056,,,5.454545454545452,,0.7056,0.7056,1,7.358251265563999,1
12015302141980005,1201530214198000501,12,1,53,2,14198,5,01,1,548,1,,1,1.0,6.0,20.0,10.0,3.0,2.1168,3.0,2.1168,,70.0,35.0,100.0,2.0,6.0,70.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,2.1168,,,,,,100.0,1,1,,,,,18.0,1.0,1,300.0,2.0,900.0,2.0,,,270.0,2.0,1,0.0,,,1.0,6.0,5.0,1.0,3.0,5.0,1.0,6.0,5.0,1.0,,,,,,0,,,,,,,548.0,,2.0,,4.0,3.18181818181818,0.0,,,,,,,,2.1168,,,,,3.18181818181818,2.1168,2.1168,2.1168,1,59.2984160267599,1
12015302145960007,1201530214596000701,12,1,53,2,14596,7,01,1,548,1,,1,3.0,7.0,20.0,10.0,3.5,3.5,3.5,3.5,,350.0,35.0,100.0,2.0,6.0,350.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1050.0,2.0,,,,,,,1,0.0,,,1.0,12.5,5.0,2.0,3.15,5.0,3.0,,,,,,,,,1,3.5,3.5,8.0,1.0,548.0,,548.0,,2.0,,4.0,15.909090909090901,0.0,,,,,,,,,,3.5,,,15.909090909090901,,3.5,3.5,1,40.3214167363858,1
12015302146830009,1201530214683000901,12,1,53,2,14683,9,01,2,548,1,,1,3.0,6.0,20.0,10.0,9.0,9.0,9.0,9.0,,950.0,35.0,100.0,2.0,6.0,950.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,9.0,,,,,,100.0,1,0,,,,,,,1,2700.0,2.0,,,,,,,1,0.0,,,1.0,36.0,5.0,2.0,,,,,,,,,,,,1,9.0,9.0,6.0,1.0,548.0,,548.0,,2.0,,4.0,43.1818181818182,0.0,,,,,,,,,,9.0,,,43.1818181818182,9.0,9.0,9.0,1,47.09950798724339,1
12015302146830011,1201530214683001101,12,1,53,2,14683,11,01,1,548,1,,1,3.0,1.0,20.0,4.0,7.0,7.0,7.0,7.0,,700.0,35.0,100.0,2.0,2.0,700.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1050.0,2.0,700.0,2.0,,,,,1,0.0,,,1.0,7.0,5.0,2.0,,,,,,,,,,,,1,4.0,4.0,1.0,1.0,507.0,,548.0,,2.0,,4.0,31.818181818181802,0.0,,,,,,,,,,7.0,,,31.818181818181802,,7.0,7.0,1,76.752984063586,1
12015351000993345,1201535100099334502,12,1,53,51,99,3345,02,3,548,1,,1,3.0,9.0,20.0,12.0,168.0,168.0,168.0,168.0,,20160.0,35.0,100.0,2.0,6.0,20160.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,1512.0,2.0,1512.0,2.0,,,,,1,0.0,,,1.0,168.0,5.0,2.0,,,,,,,,,,,,1,168.0,168.0,9.0,1.0,548.0,,548.0,,2.0,,4.0,916.363636363636,0.0,,,,,,,,,,168.0,,,916.363636363636,,168.0,168.0,1,1.0,1
12015351000993381,1201535100099338102,12,1,53,51,99,3381,02,2,548,1,,1,3.0,6.0,20.0,10.0,30.0,30.0,30.0,30.0,,3000.0,35.0,100.0,2.0,6.0,3000.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,30.0,100.0,,,,,,1,0,,,,,,,1,270.0,2.0,270.0,2.0,,,,,1,0.0,,,1.0,30.0,5.0,2.0,,,,,,,,,,4.0,,1,30.0,30.0,6.0,1.0,548.0,,548.0,,2.0,,4.0,136.363636363636,0.0,,,,,,,,,,30.0,,,136.363636363636,30.0,30.0,30.0,1,1.0,1
12015361000993294,1201536100099329403,12,1,53,61,99,3294,03,2,548,1,,1,3.0,6.0,20.0,11.0,70.0,70.0,70.0,70.0,,7000.0,35.0,100.0,2.0,6.0,7000.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,7.0,,100.0,,,,,1,0,,,,,,,1,630.0,2.0,630.0,2.0,,,,,1,0.0,,,1.0,70.0,5.0,4.0,,,,,,,,,,4.0,,1,70.0,70.0,6.0,1.0,548.0,,548.0,,2.0,,4.0,318.181818181818,0.0,,,,,,,,,,70.0,,,318.181818181818,70.0,70.0,70.0,1,1.0,1
12015551000993402,1201555100099340202,12,1,55,51,99,3402,02,2,548,1,,1,3.0,7.0,20.0,11.0,100.0,100.0,100.0,100.0,,12000.0,35.0,100.0,2.0,6.0,12000.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,100.0,100.0,,,,,,1,0,,,,,,,1,100.0,2.0,100.0,2.0,,,,,1,0.0,,,1.0,100.0,5.0,3.0,,,,,,,,,,12.0,,1,100.0,100.0,7.0,1.0,548.0,,548.0,,2.0,,4.0,545.454545454546,0.0,,,,,,,,,,100.0,,,545.454545454546,100.0,100.0,100.0,1,1.0,1
12025102083220001,1202510208322000103,12,2,51,2,8322,1,03,2,548,1,,1,2.0,6.0,20.0,10.0,2.0,2.0,2.0,2.0,,180.0,35.0,100.0,2.0,6.0,170.0,35.0,100.0,2.0,100.0,,10.0,,,,,,,,0,0,1,1,2.0,100.0,,,,,,1,0,,,,,,,1,400.0,2.0,400.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,3.0,5.0,2.0,,,,,,,,1.0,1,2.0,2.0,6.0,1.0,548.0,,548.0,,2.0,,4.0,8.18181818181818,0.0,,,,,,,,,2.0,,,,7.72727272727273,2.0,2.0,2.0,1,116.210241205895,1
12025102083220002,1202510208322000201,12,2,51,2,8322,2,01,2,548,1,,1,2.0,5.0,20.0,9.0,5.0,5.0,5.0,5.0,,260.0,35.0,100.0,2.0,6.0,260.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,6,1,5.0,100.0,,,,,,1,0,,,,,,,1,150.0,2.0,600.0,2.0,,,,,1,0.0,,,1.0,3.0,5.0,2.0,3.0,5.0,2.0,,,,,,,3.0,,1,5.0,5.0,5.0,1.0,548.0,,548.0,,2.0,,4.0,11.8181818181818,0.0,,,,,,,,,5.0,,,,11.8181818181818,5.0,5.0,5.0,1,86.22296395160141,1
12025102083220003,1202510208322000301,12,2,51,2,8322,3,01,1,548,1,,1,3.0,1.0,20.0,5.0,3.0,3.0,3.0,3.0,,240.0,35.0,100.0,2.0,1.0,240.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,3.0,3.0,3.0,3.0,,,,,1,0.0,,,1.0,6.0,5.0,2.0,,,,,,,,,,8.0,,1,3.0,3.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,10.909090909090901,0.0,,,,,,,,,,3.0,,,10.909090909090901,,3.0,3.0,1,42.4449473757213,1
12025102083220004,1202510208322000401,12,2,51,2,8322,4,01,1,548,1,,1,3.0,1.0,20.0,5.0,6.0,6.0,6.0,6.0,,600.0,35.0,100.0,2.0,6.0,600.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,,,2.0,3.0,,,,,1,0.0,,,1.0,2.0,5.0,3.0,,,,,,,,,,2.0,,1,6.0,6.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,27.2727272727273,0.0,,,,,,,,,,6.0,,,27.2727272727273,,6.0,6.0,1,25.4756960519907,1
12025102083220005,1202510208322000501,12,2,51,2,8322,5,01,1,548,1,,1,3.0,1.0,20.0,5.0,9.0,9.0,9.0,9.0,,900.0,35.0,100.0,2.0,1.0,900.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,0,,,,,,,,1,0,,,,,,,1,9.0,3.0,9.0,3.0,,,,,1,0.0,,,1.0,36.0,5.0,2.0,19.0,5.0,4.0,,,,,,,8.0,,1,9.0,9.0,1.0,1.0,548.0,,548.0,,2.0,,4.0,40.9090909090909,0.0,,,,,,,,,,9.0,,,40.9090909090909,,9.0,9.0,1,11.935766629893902,1
12025102094930001,1202510209493000101,12,2,51,2,9493,1,01,1,548,1,,1,2.0,5.0,20.0,9.0,7.6,7.6,7.6,7.6,,280.0,35.0,100.0,2.0,6.0,280.0,35.0,100.0,2.0,100.0,,,,,,,,,,0,0,1,1,7.6,100.0,,,,,,1,0,,,,,,,1,700.0,2.0,1050.0,2.0,,,,,1,0.0,,,1.0,5.0,5.0,2.0,5.0,5.0,2.0,,,,,,,5.0,,1,7.6,7.6,5.0,1.0,548.0,,548.0,,2.0,,4.0,12.727272727272696,0.0,,,,,,,,,7.6,,,,12.727272727272696,7.6,7.6,7.6,1,66.4808067776403,1
